productkey,customerkey,salesamount,orderdate,duedate,shipdate
310,20242,3578.27,10-09-2020,10/21/2020,10/16/2020
314,19975,3578.27,10-09-2020,10/21/2020,10/16/2020
351,11910,3374.99,10-09-2020,10/21/2020,10/16/2020
310,12750,3578.27,10-10-2020,10/22/2020,10/17/2020
338,19443,699.1,10-10-2020,10/22/2020,10/17/2020
313,11707,3578.27,10-10-2020,10/22/2020,10/17/2020
310,23397,3578.27,10-10-2020,10/22/2020,10/17/2020
312,11745,3578.27,10-10-2020,10/22/2020,10/17/2020
313,11799,3578.27,10-10-2020,10/22/2020,10/17/2020
313,11678,3578.27,10-10-2020,10/22/2020,10/17/2020
313,12655,3578.27,10-10-2020,10/22/2020,10/17/2020
348,26042,3374.99,10-10-2020,10/22/2020,10/17/2020
330,14880,699.1,10-10-2020,10/22/2020,10/17/2020
310,20217,3578.27,10-10-2020,10/22/2020,10/17/2020
350,11920,3374.99,10-10-2020,10/22/2020,10/17/2020
349,11338,3374.99,10-11-2020,10/23/2020,10/18/2020
346,11380,3399.99,10-11-2020,10/23/2020,10/18/2020
312,20226,3578.27,10-11-2020,10/23/2020,10/18/2020
313,23842,3578.27,10-11-2020,10/23/2020,10/18/2020
332,19450,699.1,10-12-2020,10/24/2020,10/19/2020
311,11727,3578.27,10-12-2020,10/24/2020,10/19/2020
311,12632,3578.27,10-12-2020,10/24/2020,10/19/2020
313,11933,3578.27,10/13/2020,10/25/2020,10/20/2020
310,23830,3578.27,10/13/2020,10/25/2020,10/20/2020
310,11817,3578.27,10/13/2020,10/25/2020,10/20/2020
312,11837,3578.27,10/13/2020,10/25/2020,10/20/2020
312,11665,3578.27,10/13/2020,10/25/2020,10/20/2020
314,15614,3578.27,10/13/2020,10/25/2020,10/20/2020
310,15619,3578.27,10/13/2020,10/25/2020,10/20/2020
311,20241,3578.27,10/13/2020,10/25/2020,10/20/2020
311,20152,3578.27,10/13/2020,10/25/2020,10/20/2020
312,20159,3578.27,10/13/2020,10/25/2020,10/20/2020
310,20214,3578.27,10/13/2020,10/25/2020,10/20/2020
347,11918,3399.99,10/13/2020,10/25/2020,10/20/2020
349,11947,3374.99,10/13/2020,10/25/2020,10/20/2020
311,11777,3578.27,10/14/2020,10/26/2020,10/21/2020
314,11797,3578.27,10/14/2020,10/26/2020,10/21/2020
312,23819,3578.27,10/14/2020,10/26/2020,10/21/2020
344,26014,3399.99,10/14/2020,10/26/2020,10/21/2020
349,11929,3374.99,10/14/2020,10/26/2020,10/21/2020
347,11930,3399.99,10/14/2020,10/26/2020,10/21/2020
346,11964,3399.99,10/14/2020,10/26/2020,10/21/2020
346,11332,3399.99,10/15/2020,10/27/2020,10/22/2020
313,11741,3578.27,10/15/2020,10/27/2020,10/22/2020
312,11780,3578.27,10/15/2020,10/27/2020,10/22/2020
311,23730,3578.27,10/15/2020,10/27/2020,10/22/2020
312,11798,3578.27,10/15/2020,10/27/2020,10/22/2020
314,23731,3578.27,10/15/2020,10/27/2020,10/22/2020
313,11811,3578.27,10/15/2020,10/27/2020,10/22/2020
310,14803,3578.27,10/15/2020,10/27/2020,10/22/2020
347,11942,3399.99,10/15/2020,10/27/2020,10/22/2020
311,23486,3578.27,10/16/2020,10/28/2020,10/23/2020
312,11796,3578.27,10/16/2020,10/28/2020,10/23/2020
313,11813,3578.27,10/16/2020,10/28/2020,10/23/2020
310,11825,3578.27,10/16/2020,10/28/2020,10/23/2020
328,18148,699.1,10/16/2020,10/28/2020,10/23/2020
310,20249,3578.27,10/16/2020,10/28/2020,10/23/2020
310,20211,3578.27,10/16/2020,10/28/2020,10/23/2020
313,11779,3578.27,10/17/2020,10/29/2020,10/24/2020
313,11666,3578.27,10/17/2020,10/29/2020,10/24/2020
326,19439,699.1,10/17/2020,10/29/2020,10/24/2020
349,26016,3374.99,10/17/2020,10/29/2020,10/24/2020
312,14824,3578.27,10/18/2020,10/30/2020,10/25/2020
311,11654,3578.27,10/18/2020,10/30/2020,10/25/2020
334,14757,699.1,10/18/2020,10/30/2020,10/25/2020
313,20244,3578.27,10/18/2020,10/30/2020,10/25/2020
310,19978,3578.27,10/18/2020,10/30/2020,10/25/2020
312,20219,3578.27,10/18/2020,10/30/2020,10/25/2020
310,20221,3578.27,10/18/2020,10/30/2020,10/25/2020
312,20225,3578.27,10/18/2020,10/30/2020,10/25/2020
324,25920,699.1,10/18/2020,10/30/2020,10/25/2020
350,11914,3374.99,10/18/2020,10/30/2020,10/25/2020
351,11943,3374.99,10/18/2020,10/30/2020,10/25/2020
342,14879,699.1,10/19/2020,10/31/2020,10/26/2020
310,19970,3578.27,10/19/2020,10/31/2020,10/26/2020
312,19974,3578.27,10/19/2020,10/31/2020,10/26/2020
348,11944,3374.99,10/19/2020,10/31/2020,10/26/2020
347,11969,3399.99,10/19/2020,10/31/2020,10/26/2020
314,23859,3578.27,10/20/2020,11-01-2020,10/27/2020
314,11810,3578.27,10/20/2020,11-01-2020,10/27/2020
344,26055,3399.99,10/20/2020,11-01-2020,10/27/2020
312,19979,3578.27,10/20/2020,11-01-2020,10/27/2020
312,11809,3578.27,10/21/2020,11-02-2020,10/28/2020
311,11818,3578.27,10/21/2020,11-02-2020,10/28/2020
311,11872,3578.27,10/21/2020,11-02-2020,10/28/2020
314,11671,3578.27,10/21/2020,11-02-2020,10/28/2020
312,12717,3578.27,10/21/2020,11-02-2020,10/28/2020
310,20227,3578.27,10/21/2020,11-02-2020,10/28/2020
310,20238,3578.27,10/21/2020,11-02-2020,10/28/2020
310,20215,3578.27,10/21/2020,11-02-2020,10/28/2020
320,25921,699.1,10/21/2020,11-02-2020,10/28/2020
345,11946,3399.99,10/21/2020,11-02-2020,10/28/2020
326,19454,699.1,10/22/2020,11-03-2020,10/29/2020
311,11834,3578.27,10/22/2020,11-03-2020,10/29/2020
310,20156,3578.27,10/22/2020,11-03-2020,10/29/2020
348,11963,3374.99,10/22/2020,11-03-2020,10/29/2020
345,11335,3399.99,10/23/2020,11-04-2020,10/30/2020
324,19472,699.1,10/23/2020,11-04-2020,10/30/2020
313,11773,3578.27,10/23/2020,11-04-2020,10/30/2020
347,26018,3399.99,10/23/2020,11-04-2020,10/30/2020
324,14755,699.1,10/23/2020,11-04-2020,10/30/2020
314,20239,3578.27,10/23/2020,11-04-2020,10/30/2020
313,20216,3578.27,10/23/2020,11-04-2020,10/30/2020
350,11967,3374.99,10/23/2020,11-04-2020,10/30/2020
311,15630,3578.27,10/24/2020,11-05-2020,10/31/2020
312,15631,3578.27,10/24/2020,11-05-2020,10/31/2020
310,12805,3578.27,10/24/2020,11-05-2020,10/31/2020
310,19977,3578.27,10/24/2020,11-05-2020,10/31/2020
314,14830,3578.27,10/25/2020,11-06-2020,11-01-2020
313,11690,3578.27,10/25/2020,11-06-2020,11-01-2020
314,11708,3578.27,10/25/2020,11-06-2020,11-01-2020
314,11743,3578.27,10/25/2020,11-06-2020,11-01-2020
310,11854,3578.27,10/25/2020,11-06-2020,11-01-2020
314,11675,3578.27,10/25/2020,11-06-2020,11-01-2020
311,12631,3578.27,10/25/2020,11-06-2020,11-01-2020
314,12711,3578.27,10/25/2020,11-06-2020,11-01-2020
351,11976,3374.99,10/25/2020,11-06-2020,11-01-2020
334,19451,699.1,10/26/2020,11-07-2020,11-02-2020
313,11924,3578.27,10/26/2020,11-07-2020,11-02-2020
311,11774,3578.27,10/26/2020,11-07-2020,11-02-2020
310,23846,3578.27,10/26/2020,11-07-2020,11-02-2020
312,11839,3578.27,10/26/2020,11-07-2020,11-02-2020
324,14756,699.1,10/26/2020,11-07-2020,11-02-2020
342,25918,699.1,10/26/2020,11-07-2020,11-02-2020
311,23583,3578.27,10/27/2020,11-08-2020,11-03-2020
310,11778,3578.27,10/27/2020,11-08-2020,11-03-2020
310,23806,3578.27,10/27/2020,11-08-2020,11-03-2020
310,11826,3578.27,10/27/2020,11-08-2020,11-03-2020
312,11831,3578.27,10/27/2020,11-08-2020,11-03-2020
311,11664,3578.27,10/27/2020,11-08-2020,11-03-2020
312,12749,3578.27,10/27/2020,11-08-2020,11-03-2020
313,20236,3578.27,10/27/2020,11-08-2020,11-03-2020
312,20220,3578.27,10/27/2020,11-08-2020,11-03-2020
348,11912,3374.99,10/27/2020,11-08-2020,11-03-2020
344,11917,3399.99,10/27/2020,11-08-2020,11-03-2020
348,11488,3374.99,10/28/2020,11-09-2020,11-04-2020
351,11489,3374.99,10/28/2020,11-09-2020,11-04-2020
330,19453,699.1,10/28/2020,11-09-2020,11-04-2020
311,11705,3578.27,10/28/2020,11-09-2020,11-04-2020
313,23396,3578.27,10/28/2020,11-09-2020,11-04-2020
313,23511,3578.27,10/28/2020,11-09-2020,11-04-2020
312,11885,3578.27,10/28/2020,11-09-2020,11-04-2020
314,11886,3578.27,10/28/2020,11-09-2020,11-04-2020
312,11663,3578.27,10/28/2020,11-09-2020,11-04-2020
340,14752,699.1,10/28/2020,11-09-2020,11-04-2020
313,20228,3578.27,10/28/2020,11-09-2020,11-04-2020
314,19971,3578.27,10/28/2020,11-09-2020,11-04-2020
346,11968,3399.99,10/28/2020,11-09-2020,11-04-2020
310,12018,3578.27,10/29/2020,11-10-2020,11-05-2020
312,12167,3578.27,10/29/2020,11-10-2020,11-05-2020
311,12169,3578.27,10/29/2020,11-10-2020,11-05-2020
311,11937,3578.27,10/29/2020,11-10-2020,11-05-2020
312,11945,3578.27,10/29/2020,11-10-2020,11-05-2020
310,11955,3578.27,10/29/2020,11-10-2020,11-05-2020
313,12053,3578.27,10/29/2020,11-10-2020,11-05-2020
312,12104,3578.27,10/29/2020,11-10-2020,11-05-2020
332,14912,699.1,10/29/2020,11-10-2020,11-05-2020
310,20446,3578.27,10/29/2020,11-10-2020,11-05-2020
314,20611,3578.27,10/29/2020,11-10-2020,11-05-2020
326,25927,699.1,10/29/2020,11-10-2020,11-05-2020
313,12023,3578.27,10/30/2020,11-11-2020,11-06-2020
312,12069,3578.27,10/30/2020,11-11-2020,11-06-2020
313,24284,3578.27,10/30/2020,11-11-2020,11-06-2020
312,12152,3578.27,10/30/2020,11-11-2020,11-06-2020
311,20447,3578.27,10/30/2020,11-11-2020,11-06-2020
310,11956,3578.27,10/31/2020,11-12-2020,11-07-2020
334,14883,699.1,10/31/2020,11-12-2020,11-07-2020
334,14895,699.1,10/31/2020,11-12-2020,11-07-2020
314,14945,3578.27,10/31/2020,11-12-2020,11-07-2020
313,20420,3578.27,10/31/2020,11-12-2020,11-07-2020
311,12171,3578.27,11-01-2020,11/13/2020,11-08-2020
312,11954,3578.27,11-01-2020,11/13/2020,11-08-2020
314,23865,3578.27,11-01-2020,11/13/2020,11-08-2020
312,12105,3578.27,11-01-2020,11/13/2020,11-08-2020
312,20259,3578.27,11-01-2020,11/13/2020,11-08-2020
313,20416,3578.27,11-01-2020,11/13/2020,11-08-2020
312,20426,3578.27,11-01-2020,11/13/2020,11-08-2020
313,20600,3578.27,11-01-2020,11/13/2020,11-08-2020
311,13405,3578.27,11-01-2020,11/13/2020,11-08-2020
347,11977,3399.99,11-01-2020,11/13/2020,11-08-2020
350,11991,3374.99,11-01-2020,11/13/2020,11-08-2020
320,19501,699.1,11-02-2020,11/14/2020,11-09-2020
311,24310,3578.27,11-02-2020,11/14/2020,11-09-2020
347,26090,3399.99,11-02-2020,11/14/2020,11-09-2020
350,26094,3374.99,11-02-2020,11/14/2020,11-09-2020
340,14881,699.1,11-02-2020,11/14/2020,11-09-2020
345,11421,3399.99,11-03-2020,11/15/2020,11-10-2020
320,19476,699.1,11-03-2020,11/15/2020,11-10-2020
310,12052,3578.27,11-03-2020,11/15/2020,11-10-2020
311,12120,3578.27,11-03-2020,11/15/2020,11-10-2020
336,20569,699.1,11-03-2020,11/15/2020,11-10-2020
351,26082,3374.99,11-03-2020,11/15/2020,11-10-2020
314,20424,3578.27,11-03-2020,11/15/2020,11-10-2020
324,25928,699.1,11-03-2020,11/15/2020,11-10-2020
349,11989,3374.99,11-03-2020,11/15/2020,11-10-2020
310,12076,3578.27,11-04-2020,11/16/2020,11-11-2020
314,12118,3578.27,11-04-2020,11/16/2020,11-11-2020
345,26056,3399.99,11-04-2020,11/16/2020,11-11-2020
320,25926,699.1,11-04-2020,11/16/2020,11-11-2020
351,11996,3374.99,11-04-2020,11/16/2020,11-11-2020
351,11412,3374.99,11-05-2020,11/17/2020,11-12-2020
311,12819,3578.27,11-05-2020,11/17/2020,11-12-2020
313,12163,3578.27,11-05-2020,11/17/2020,11-12-2020
312,12042,3578.27,11-05-2020,11/17/2020,11-12-2020
312,12079,3578.27,11-05-2020,11/17/2020,11-12-2020
310,12141,3578.27,11-05-2020,11/17/2020,11-12-2020
313,15657,3578.27,11-05-2020,11/17/2020,11-12-2020
347,11997,3399.99,11-05-2020,11/17/2020,11-12-2020
334,25936,699.1,11-05-2020,11/17/2020,11-12-2020
313,12094,3578.27,11-05-2020,11/17/2020,11-12-2020
312,12156,3578.27,11-06-2020,11/18/2020,11/13/2020
310,24342,3578.27,11-06-2020,11/18/2020,11/13/2020
310,12030,3578.27,11-06-2020,11/18/2020,11/13/2020
311,20283,3578.27,11-06-2020,11/18/2020,11/13/2020
311,20608,3578.27,11-06-2020,11/18/2020,11/13/2020
349,12003,3374.99,11-06-2020,11/18/2020,11/13/2020
349,11491,3374.99,11-07-2020,11/19/2020,11/14/2020
312,12102,3578.27,11-07-2020,11/19/2020,11/14/2020
334,25937,699.1,11-07-2020,11/19/2020,11/14/2020
313,11983,3578.27,11-08-2020,11/20/2020,11/15/2020
310,12084,3578.27,11-08-2020,11/20/2020,11/15/2020
348,12004,3374.99,11-08-2020,11/20/2020,11/15/2020
346,11995,3399.99,11-08-2020,11/20/2020,11/15/2020
351,28492,3374.99,11-09-2020,11/21/2020,11/16/2020
311,14834,3578.27,11-09-2020,11/21/2020,11/16/2020
314,15632,3578.27,11-09-2020,11/21/2020,11/16/2020
310,12041,3578.27,11-09-2020,11/21/2020,11/16/2020
313,24235,3578.27,11-09-2020,11/21/2020,11/16/2020
310,20430,3578.27,11-09-2020,11/21/2020,11/16/2020
312,20606,3578.27,11-09-2020,11/21/2020,11/16/2020
312,15653,3578.27,11-09-2020,11/21/2020,11/16/2020
310,14956,3578.27,11-09-2020,11/21/2020,11/16/2020
314,12830,3578.27,11-10-2020,11/22/2020,11/17/2020
342,18634,699.1,11-10-2020,11/22/2020,11/17/2020
313,11939,3578.27,11-10-2020,11/22/2020,11/17/2020
314,12027,3578.27,11-10-2020,11/22/2020,11/17/2020
310,12109,3578.27,11-10-2020,11/22/2020,11/17/2020
347,26061,3399.99,11-10-2020,11/22/2020,11/17/2020
344,26089,3399.99,11-10-2020,11/22/2020,11/17/2020
314,20256,3578.27,11-10-2020,11/22/2020,11/17/2020
310,20260,3578.27,11-10-2020,11/22/2020,11/17/2020
314,20610,3578.27,11-10-2020,11/22/2020,11/17/2020
320,25935,699.1,11-10-2020,11/22/2020,11/17/2020
346,11999,3399.99,11-10-2020,11/22/2020,11/17/2020
348,11988,3374.99,11-10-2020,11/22/2020,11/17/2020
313,12162,3578.27,11-11-2020,11/23/2020,11/18/2020
348,20023,3374.99,11-11-2020,11/23/2020,11/18/2020
348,26091,3374.99,11-11-2020,11/23/2020,11/18/2020
311,20284,3578.27,11-11-2020,11/23/2020,11/18/2020
312,12849,3578.27,11-11-2020,11/23/2020,11/18/2020
313,12866,3578.27,11-11-2020,11/23/2020,11/18/2020
328,18163,699.1,11-12-2020,11/24/2020,11/19/2020
312,12173,3578.27,11-12-2020,11/24/2020,11/19/2020
314,12050,3578.27,11-12-2020,11/24/2020,11/19/2020
311,12072,3578.27,11-12-2020,11/24/2020,11/19/2020
310,20429,3578.27,11-12-2020,11/24/2020,11/19/2020
314,20456,3578.27,11-12-2020,11/24/2020,11/19/2020
314,20614,3578.27,11-12-2020,11/24/2020,11/19/2020
313,12820,3578.27,11/13/2020,11/25/2020,11/20/2020
313,24332,3578.27,11/13/2020,11/25/2020,11/20/2020
313,24344,3578.27,11/13/2020,11/25/2020,11/20/2020
314,23866,3578.27,11/13/2020,11/25/2020,11/20/2020
336,14891,699.1,11/13/2020,11/25/2020,11/20/2020
326,14892,699.1,11/13/2020,11/25/2020,11/20/2020
328,14902,699.1,11/13/2020,11/25/2020,11/20/2020
313,20261,3578.27,11/13/2020,11/25/2020,11/20/2020
313,13263,3578.27,11/13/2020,11/25/2020,11/20/2020
351,11990,3374.99,11/13/2020,11/25/2020,11/20/2020
349,11993,3374.99,11/13/2020,11/25/2020,11/20/2020
344,11395,3399.99,11/14/2020,11/26/2020,11/21/2020
344,11493,3399.99,11/14/2020,11/26/2020,11/21/2020
310,12016,3578.27,11/14/2020,11/26/2020,11/21/2020
311,12058,3578.27,11/14/2020,11/26/2020,11/21/2020
314,23867,3578.27,11/14/2020,11/26/2020,11/21/2020
312,12110,3578.27,11/14/2020,11/26/2020,11/21/2020
312,12151,3578.27,11/14/2020,11/26/2020,11/21/2020
350,12001,3374.99,11/14/2020,11/26/2020,11/21/2020
312,12843,3578.27,11/14/2020,11/26/2020,11/21/2020
311,14838,3578.27,11/15/2020,11/27/2020,11/22/2020
312,14927,3578.27,11/15/2020,11/27/2020,11/22/2020
314,23868,3578.27,11/15/2020,11/27/2020,11/22/2020
345,20034,3399.99,11/15/2020,11/27/2020,11/22/2020
314,20423,3578.27,11/15/2020,11/27/2020,11/22/2020
311,20613,3578.27,11/15/2020,11/27/2020,11/22/2020
310,13504,3578.27,11/15/2020,11/27/2020,11/22/2020
314,14967,3578.27,11/15/2020,11/27/2020,11/22/2020
314,12143,3578.27,11/16/2020,11/28/2020,11/23/2020
334,14882,699.1,11/16/2020,11/28/2020,11/23/2020
324,14896,699.1,11/16/2020,11/28/2020,11/23/2020
347,12000,3399.99,11/16/2020,11/28/2020,11/23/2020
313,14940,3578.27,11/16/2020,11/28/2020,11/23/2020
350,11998,3374.99,11/16/2020,11/28/2020,11/23/2020
313,14939,3578.27,11/17/2020,11/29/2020,11/24/2020
311,12082,3578.27,11/17/2020,11/29/2020,11/24/2020
310,12096,3578.27,11/17/2020,11/29/2020,11/24/2020
312,20451,3578.27,11/17/2020,11/29/2020,11/24/2020
314,15652,3578.27,11/17/2020,11/29/2020,11/24/2020
346,11992,3399.99,11/17/2020,11/29/2020,11/24/2020
313,12160,3578.27,11/18/2020,11/30/2020,11/25/2020
313,12025,3578.27,11/18/2020,11/30/2020,11/25/2020
310,12108,3578.27,11/18/2020,11/30/2020,11/25/2020
348,26075,3374.99,11/18/2020,11/30/2020,11/25/2020
313,20445,3578.27,11/18/2020,11/30/2020,11/25/2020
310,12834,3578.27,11/18/2020,11/30/2020,11/25/2020
350,28491,3374.99,11/19/2020,12-01-2020,11/26/2020
312,11934,3578.27,11/19/2020,12-01-2020,11/26/2020
314,20425,3578.27,11/19/2020,12-01-2020,11/26/2020
314,20448,3578.27,11/19/2020,12-01-2020,11/26/2020
311,20615,3578.27,11/19/2020,12-01-2020,11/26/2020
312,15638,3578.27,11/19/2020,12-01-2020,11/26/2020
312,24309,3578.27,11/20/2020,12-02-2020,11/27/2020
313,12172,3578.27,11/20/2020,12-02-2020,11/27/2020
311,12116,3578.27,11/20/2020,12-02-2020,11/27/2020
351,26060,3374.99,11/20/2020,12-02-2020,11/27/2020
350,26070,3374.99,11/20/2020,12-02-2020,11/27/2020
313,20450,3578.27,11/20/2020,12-02-2020,11/27/2020
311,20612,3578.27,11/20/2020,12-02-2020,11/27/2020
322,19482,699.1,11/21/2020,12-03-2020,11/28/2020
326,19496,699.1,11/21/2020,12-03-2020,11/28/2020
312,12155,3578.27,11/21/2020,12-03-2020,11/28/2020
311,12121,3578.27,11/21/2020,12-03-2020,11/28/2020
347,26057,3399.99,11/21/2020,12-03-2020,11/28/2020
345,26058,3399.99,11/21/2020,12-03-2020,11/28/2020
351,26093,3374.99,11/21/2020,12-03-2020,11/28/2020
328,14888,699.1,11/21/2020,12-03-2020,11/28/2020
346,12005,3399.99,11/21/2020,12-03-2020,11/28/2020
338,18175,699.1,11/22/2020,12-04-2020,11/29/2020
312,12026,3578.27,11/22/2020,12-04-2020,11/29/2020
311,12059,3578.27,11/22/2020,12-04-2020,11/29/2020
313,12075,3578.27,11/22/2020,12-04-2020,11/29/2020
351,26066,3374.99,11/22/2020,12-04-2020,11/29/2020
313,20258,3578.27,11/22/2020,12-04-2020,11/29/2020
313,20418,3578.27,11/22/2020,12-04-2020,11/29/2020
311,14951,3578.27,11/22/2020,12-04-2020,11/29/2020
345,11986,3399.99,11/22/2020,12-04-2020,11/29/2020
330,20567,699.1,11/23/2020,12-05-2020,11/30/2020
314,12170,3578.27,11/23/2020,12-05-2020,11/30/2020
313,12033,3578.27,11/23/2020,12-05-2020,11/30/2020
314,12071,3578.27,11/23/2020,12-05-2020,11/30/2020
314,20264,3578.27,11/23/2020,12-05-2020,11/30/2020
314,20452,3578.27,11/23/2020,12-05-2020,11/30/2020
313,12817,3578.27,11/24/2020,12-06-2020,12-01-2020
310,12083,3578.27,11/24/2020,12-06-2020,12-01-2020
340,25922,699.1,11/24/2020,12-06-2020,12-01-2020
350,12002,3374.99,11/24/2020,12-06-2020,12-01-2020
311,14952,3578.27,11/24/2020,12-06-2020,12-01-2020
311,12164,3578.27,11/25/2020,12-07-2020,12-02-2020
314,20427,3578.27,11/25/2020,12-07-2020,12-02-2020
310,20609,3578.27,11/25/2020,12-07-2020,12-02-2020
350,11994,3374.99,11/25/2020,12-07-2020,12-02-2020
336,25938,699.1,11/25/2020,12-07-2020,12-02-2020
314,12841,3578.27,11/26/2020,12-08-2020,12-03-2020
314,12153,3578.27,11/27/2020,12-09-2020,12-04-2020
313,12078,3578.27,11/27/2020,12-09-2020,12-04-2020
312,12112,3578.27,11/27/2020,12-09-2020,12-04-2020
311,12142,3578.27,11/27/2020,12-09-2020,12-04-2020
351,26083,3374.99,11/27/2020,12-09-2020,12-04-2020
334,14884,699.1,11/27/2020,12-09-2020,12-04-2020
312,20444,3578.27,11/27/2020,12-09-2020,12-04-2020
311,12103,3578.27,11/28/2020,12-10-2020,12-05-2020
351,26084,3374.99,11/28/2020,12-10-2020,12-05-2020
330,14894,699.1,11/28/2020,12-10-2020,12-05-2020
313,12440,3578.27,11/29/2020,12-11-2020,12-06-2020
312,20995,3578.27,11/29/2020,12-11-2020,12-06-2020
313,13537,3578.27,11/29/2020,12-11-2020,12-06-2020
314,15695,3578.27,11/29/2020,12-11-2020,12-06-2020
314,15055,3578.27,11/30/2020,12-12-2020,12-07-2020
346,11496,3399.99,11/30/2020,12-12-2020,12-07-2020
311,12442,3578.27,11/30/2020,12-12-2020,12-07-2020
328,27014,699.1,11/30/2020,12-12-2020,12-07-2020
311,20992,3578.27,11/30/2020,12-12-2020,12-07-2020
314,20820,3578.27,11/30/2020,12-12-2020,12-07-2020
314,20987,3578.27,11/30/2020,12-12-2020,12-07-2020
310,20993,3578.27,11/30/2020,12-12-2020,12-07-2020
313,20616,3578.27,11/30/2020,12-12-2020,12-07-2020
314,14990,3578.27,11/30/2020,12-12-2020,12-07-2020
312,15692,3578.27,11/30/2020,12-12-2020,12-07-2020
310,20994,3578.27,11/30/2020,12-12-2020,12-07-2020
312,12779,3578.27,12-01-2020,12/13/2020,12-08-2020
342,27026,699.1,12-01-2020,12/13/2020,12-08-2020
351,12011,3374.99,12-01-2020,12/13/2020,12-08-2020
313,15073,3578.27,12-02-2020,12/14/2020,12-09-2020
348,11548,3374.99,12-02-2020,12/14/2020,12-09-2020
314,24661,3578.27,12-02-2020,12/14/2020,12-09-2020
311,24493,3578.27,12-02-2020,12/14/2020,12-09-2020
346,20075,3399.99,12-02-2020,12/14/2020,12-09-2020
338,15006,699.1,12-02-2020,12/14/2020,12-09-2020
310,20819,3578.27,12-02-2020,12/14/2020,12-09-2020
313,12181,3578.27,12-03-2020,12/15/2020,12-10-2020
314,12441,3578.27,12-03-2020,12/15/2020,12-10-2020
312,20988,3578.27,12-03-2020,12/15/2020,12-10-2020
344,12021,3399.99,12-03-2020,12/15/2020,12-10-2020
313,13511,3578.27,12-03-2020,12/15/2020,12-10-2020
336,25949,699.1,12-03-2020,12/15/2020,12-10-2020
311,12884,3578.27,12-04-2020,12/16/2020,12-11-2020
313,12362,3578.27,12-04-2020,12/16/2020,12-11-2020
312,12435,3578.27,12-04-2020,12/16/2020,12-11-2020
313,24496,3578.27,12-04-2020,12/16/2020,12-11-2020
344,26107,3399.99,12-04-2020,12/16/2020,12-11-2020
350,20182,3374.99,12-04-2020,12/16/2020,12-11-2020
311,20629,3578.27,12-04-2020,12/16/2020,12-11-2020
345,11428,3399.99,12-05-2020,12/17/2020,12-12-2020
314,13564,3578.27,12-05-2020,12/17/2020,12-12-2020
310,12901,3578.27,12-05-2020,12/17/2020,12-12-2020
342,15016,699.1,12-05-2020,12/17/2020,12-12-2020
312,20991,3578.27,12-05-2020,12/17/2020,12-12-2020
313,20996,3578.27,12-05-2020,12/17/2020,12-12-2020
348,12251,3374.99,12-05-2020,12/17/2020,12-12-2020
347,12337,3399.99,12-05-2020,12/17/2020,12-12-2020
313,15054,3578.27,12-06-2020,12/18/2020,12/13/2020
313,12174,3578.27,12-06-2020,12/18/2020,12/13/2020
313,20817,3578.27,12-06-2020,12/18/2020,12/13/2020
312,20621,3578.27,12-06-2020,12/18/2020,12/13/2020
312,15661,3578.27,12-06-2020,12/18/2020,12/13/2020
314,14997,3578.27,12-06-2020,12/18/2020,12/13/2020
314,15662,3578.27,12-06-2020,12/18/2020,12/13/2020
351,12246,3374.99,12-06-2020,12/18/2020,12/13/2020
312,12772,3578.27,12-07-2020,12/19/2020,12/14/2020
312,12777,3578.27,12-07-2020,12/19/2020,12/14/2020
312,20984,3578.27,12-07-2020,12/19/2020,12/14/2020
344,12250,3399.99,12-07-2020,12/19/2020,12/14/2020
345,12007,3399.99,12-07-2020,12/19/2020,12/14/2020
314,12446,3578.27,12-08-2020,12/20/2020,12/15/2020
310,12709,3578.27,12-08-2020,12/20/2020,12/15/2020
349,26112,3374.99,12-08-2020,12/20/2020,12/15/2020
313,20626,3578.27,12-08-2020,12/20/2020,12/15/2020
310,20812,3578.27,12-08-2020,12/20/2020,12/15/2020
314,15669,3578.27,12-08-2020,12/20/2020,12/15/2020
346,12014,3399.99,12-08-2020,12/20/2020,12/15/2020
324,25947,699.1,12-08-2020,12/20/2020,12/15/2020
310,12771,3578.27,12-09-2020,12/21/2020,12/16/2020
313,12190,3578.27,12-09-2020,12/21/2020,12/16/2020
312,12438,3578.27,12-09-2020,12/21/2020,12/16/2020
311,20821,3578.27,12-09-2020,12/21/2020,12/16/2020
345,12013,3399.99,12-09-2020,12/21/2020,12/16/2020
348,11423,3374.99,12-10-2020,12/22/2020,12/17/2020
310,12885,3578.27,12-10-2020,12/22/2020,12/17/2020
311,12898,3578.27,12-10-2020,12/22/2020,12/17/2020
311,12915,3578.27,12-10-2020,12/22/2020,12/17/2020
314,12180,3578.27,12-10-2020,12/22/2020,12/17/2020
311,24431,3578.27,12-10-2020,12/22/2020,12/17/2020
332,19033,699.1,12-10-2020,12/22/2020,12/17/2020
322,14915,699.1,12-10-2020,12/22/2020,12/17/2020
310,14979,3578.27,12-10-2020,12/22/2020,12/17/2020
344,12248,3399.99,12-10-2020,12/22/2020,12/17/2020
311,14969,3578.27,12-10-2020,12/22/2020,12/17/2020
342,25944,699.1,12-10-2020,12/22/2020,12/17/2020
322,20575,699.1,12-11-2020,12/23/2020,12/18/2020
350,26110,3374.99,12-11-2020,12/23/2020,12/18/2020
346,12009,3399.99,12-11-2020,12/23/2020,12/18/2020
326,25939,699.1,12-11-2020,12/23/2020,12/18/2020
310,12768,3578.27,12-12-2020,12/24/2020,12/19/2020
